,信用(Y),銀行口座残高,ローン期間,前回のローンの状態,目的,ローン金額,貯金・株残高,雇用期間（ただいまの仕事）,収入に対しローンの割合,性別・婚姻状況,保証人,現住所に住んでいた期間,最も価値のあるアセット,年齢,その他のローン,住所タイプ,同銀行ローン数,職業,扶養者数,電話,労働形態
311,0,3,8,2,1,5,4,4,4,2,1,3,3,2,2,2,2,2,2,2,1
312,0,3,1,2,0,1,3,2,2,1,1,2,1,3,1,2,2,1,1,1,1
313,0,2,4,1,0,3,1,1,4,2,1,1,2,2,2,2,1,2,1,1,1
314,0,1,1,1,0,2,1,1,3,2,1,4,1,3,2,2,1,1,2,2,1
315,0,3,3,1,1,3,4,4,4,2,1,4,4,3,1,3,1,2,2,1,1
316,0,3,4,0,6,4,1,3,4,2,1,4,3,3,1,2,1,2,1,2,1
317,0,3,2,1,3,5,1,2,3,3,1,1,3,1,2,2,1,2,1,1,1
318,0,3,3,2,3,3,1,2,4,2,1,2,2,2,2,2,2,2,1,1,1
319,0,3,1,0,0,3,2,2,4,2,1,1,4,2,1,1,1,2,1,1,2
320,0,3,2,1,0,4,3,2,3,2,1,2,4,3,2,1,1,1,2,1,2
321,0,3,2,1,3,4,2,2,4,1,2,2,1,2,2,2,1,2,1,1,1
322,0,3,2,1,6,4,3,4,1,1,1,2,1,2,2,2,1,2,1,2,1
323,0,1,2,2,2,4,4,1,2,1,2,3,1,2,2,1,2,2,1,1,2
324,0,3,2,1,0,4,1,2,3,2,1,2,1,2,2,2,1,1,2,1,2
325,0,3,4,2,0,3,3,4,4,1,1,4,1,2,2,2,2,2,1,2,1
326,0,3,2,1,0,3,2,2,3,2,1,2,1,2,2,1,1,1,1,1,2
327,0,3,1,2,0,3,1,4,1,2,1,4,1,3,2,2,2,2,2,1,2
328,0,3,3,1,0,5,4,3,4,2,1,3,2,2,2,2,1,2,1,1,2
329,0,3,3,2,3,6,1,4,3,2,1,4,3,2,2,2,2,2,1,2,1
330,0,3,4,2,3,4,4,2,3,1,1,2,3,2,2,2,2,2,1,2,1
331,0,3,3,2,3,4,1,2,2,1,1,2,3,2,2,2,2,2,1,1,1
332,0,3,1,2,3,4,1,3,1,1,1,2,3,1,2,1,2,2,1,2,1
333,0,3,4,1,0,3,4,3,4,1,1,4,2,1,2,1,1,2,1,1,1
334,0,3,4,2,0,2,4,4,4,3,1,4,3,3,2,2,2,2,1,2,1
335,0,1,4,1,2,4,1,1,4,2,2,1,2,1,2,2,1,1,1,1,2
336,0,1,2,2,3,3,2,4,3,2,2,4,1,3,2,2,2,2,2,1,2
337,0,1,2,2,0,3,1,3,4,2,2,3,2,3,2,2,2,2,1,2,1
338,0,3,2,1,1,5,2,2,1,2,2,2,1,2,2,2,1,2,2,1,1
339,0,3,2,1,1,3,3,3,3,2,1,2,2,3,2,2,1,2,1,1,2
340,0,3,5,2,3,5,4,4,3,2,1,2,3,3,2,2,2,2,2,2,1
341,0,1,4,0,1,5,1,2,1,1,2,4,3,1,1,1,1,2,1,1,2
342,0,3,3,2,1,5,4,1,2,2,1,4,4,2,2,2,1,3,1,2,1
343,0,3,2,1,0,5,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2
344,0,3,2,2,0,2,2,3,4,1,1,3,3,3,2,2,2,2,1,2,1
345,0,3,2,1,3,4,1,2,1,2,1,4,2,2,2,2,1,2,1,2,2
346,0,3,2,1,3,2,3,4,4,2,1,4,4,3,2,3,1,2,1,2,1
347,0,3,2,2,0,2,1,4,4,2,1,4,4,4,2,3,2,2,1,2,1
348,0,1,2,2,0,4,1,2,4,2,1,2,2,2,2,2,2,2,1,1,1
349,0,3,2,2,3,2,1,2,4,2,1,2,3,2,2,2,2,2,1,1,1
350,0,3,2,2,2,4,4,2,2,3,1,1,3,2,2,2,2,2,1,1,2
351,0,3,4,1,0,4,3,3,4,1,1,3,3,2,2,2,1,2,2,2,1
352,0,3,8,2,6,7,4,4,4,1,1,2,3,3,1,2,2,3,2,1,1
353,1,1,2,2,0,5,1,2,3,1,2,2,1,2,2,2,2,2,1,1,1
354,0,3,1,1,3,3,2,4,2,2,1,4,4,3,1,3,1,2,2,2,1
355,0,3,6,2,1,8,4,4,2,2,1,4,4,3,2,3,2,2,1,1,1
356,0,1,4,1,1,5,1,2,3,2,2,4,4,4,1,2,1,2,2,2,1
357,0,3,2,2,0,3,1,4,3,2,1,4,1,2,2,2,2,1,2,1,2
358,0,3,3,1,0,4,1,4,3,1,1,2,3,1,2,2,1,3,1,1,1
359,0,3,3,2,0,6,4,4,1,1,1,4,3,3,2,2,1,2,1,2,1
360,0,3,2,2,0,3,1,4,4,2,1,4,1,4,2,2,2,1,1,1,1
361,0,1,2,1,2,4,1,1,4,1,1,1,3,1,2,1,1,2,1,1,1
362,0,3,1,2,2,3,4,2,1,3,1,2,2,2,2,2,2,2,1,1,1
363,0,3,2,1,2,3,1,2,4,1,1,2,1,2,2,1,1,2,1,1,1
364,0,3,2,1,3,4,4,2,4,2,1,4,4,2,2,3,1,2,1,2,1
365,0,3,2,0,2,5,1,4,2,2,1,4,2,2,2,2,2,2,1,1,1
366,0,3,4,1,3,3,3,2,3,1,1,3,3,3,2,2,1,1,1,1,1
367,0,2,2,0,5,3,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1
368,0,1,3,1,0,3,1,2,2,1,1,4,3,2,2,1,1,2,1,1,1
369,0,1,4,1,2,5,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1
370,0,1,4,1,6,6,1,2,2,3,1,2,3,1,1,2,1,1,1,1,1
371,0,3,4,2,3,5,3,4,2,2,1,2,3,2,2,2,1,2,1,1,1
372,0,2,4,2,1,7,3,4,2,1,1,4,4,2,2,1,1,2,1,1,1
373,0,1,1,1,3,1,1,1,4,1,1,1,1,2,2,2,1,2,1,1,1
374,0,3,4,2,2,4,2,3,4,2,1,3,1,2,2,2,2,3,1,1,1
375,0,1,5,1,3,5,1,2,3,2,1,2,3,2,2,2,1,3,1,1,1
376,1,1,2,0,3,3,1,3,4,2,1,3,1,2,2,2,2,2,1,1,1
377,0,2,5,2,1,6,1,4,1,2,1,2,3,2,2,2,2,3,1,2,1
378,0,2,3,1,3,4,2,2,4,2,2,2,1,1,2,2,1,2,1,1,1
379,0,3,5,2,3,6,4,3,2,2,1,3,2,2,2,2,2,2,1,1,1
380,0,1,3,1,2,5,1,1,1,1,1,4,3,1,2,1,1,2,1,1,1
381,0,1,4,1,2,5,1,3,1,1,1,4,3,2,2,1,1,1,1,1,1
382,0,3,10,2,0,8,4,4,2,2,1,4,4,4,1,3,1,3,1,2,1
383,0,2,2,1,0,1,1,2,4,3,1,4,1,1,2,1,1,1,1,1,1
384,0,3,7,2,2,5,3,2,4,2,1,4,1,2,2,2,2,2,1,2,1
385,0,2,2,1,3,1,1,2,4,2,1,3,1,1,2,2,1,2,1,1,1
386,1,2,2,1,2,2,1,2,4,1,1,1,2,2,2,2,1,2,1,1,1
387,0,3,4,1,0,6,1,2,1,2,1,4,2,3,2,2,1,1,2,1,1
388,0,3,2,1,3,3,1,2,2,2,1,2,3,2,2,2,1,2,1,2,1
389,0,1,4,1,1,5,4,4,2,1,1,4,1,2,2,1,1,2,1,1,1
390,0,3,3,1,1,5,1,3,2,2,1,2,3,2,2,2,1,2,1,1,1
391,0,3,2,2,0,3,3,1,2,2,1,4,4,5,1,3,2,1,1,1,1
392,0,3,1,2,3,3,1,2,2,1,1,4,2,3,2,2,1,1,1,1,1
393,0,3,3,2,3,3,1,2,4,2,1,4,4,2,2,3,2,2,1,2,1
394,0,3,4,1,2,6,2,2,4,2,1,1,3,1,1,2,1,2,1,1,1
395,0,2,2,1,3,3,1,4,4,1,1,4,1,1,2,2,1,2,1,1,1
396,0,2,4,2,3,6,1,1,1,2,1,2,3,2,2,2,1,2,1,1,1
397,0,3,2,1,3,2,1,2,4,2,1,2,1,2,1,2,2,2,1,1,1
398,0,3,2,2,1,4,1,2,4,3,1,4,1,3,2,1,1,2,1,1,1
399,0,2,2,1,0,6,1,3,2,2,1,2,3,2,2,2,1,2,1,1,1
400,0,2,5,1,6,5,1,1,4,1,1,1,2,2,2,2,1,2,2,2,1
401,0,2,2,1,6,3,2,3,3,2,1,4,1,2,2,2,1,1,1,1,1
402,0,1,1,1,1,3,3,1,1,1,1,2,2,1,2,1,1,1,1,2,1
403,0,3,4,1,3,5,1,1,4,1,1,4,2,2,2,2,1,2,1,2,1
404,0,3,3,1,3,5,1,1,3,2,1,2,3,2,2,2,1,2,1,2,1
405,0,2,8,1,7,6,4,1,3,2,1,4,4,3,1,3,1,1,1,2,1
406,0,3,3,1,1,5,1,2,3,2,1,2,3,2,2,2,1,2,1,2,1
407,0,2,2,1,6,3,1,2,2,3,1,1,1,2,1,2,1,2,1,2,1
408,0,2,3,1,6,4,3,1,3,3,1,3,1,2,1,2,1,2,1,2,1
409,0,3,7,1,3,6,4,3,2,3,1,4,2,2,2,1,1,2,1,2,1
410,0,3,3,1,3,3,2,1,2,1,1,4,1,4,2,2,1,2,1,1,1
411,0,3,4,2,6,5,4,2,4,2,1,4,1,2,2,2,2,2,2,2,1
412,0,3,2,2,3,2,4,4,4,2,1,4,3,2,2,2,2,2,1,1,1
413,0,3,4,2,6,4,3,2,4,2,1,2,3,3,2,2,2,2,2,2,1
414,0,3,2,2,3,2,3,4,4,2,1,4,2,3,2,2,2,2,2,2,1
415,0,3,5,2,3,5,1,4,4,2,1,2,3,2,2,2,2,2,1,1,1
416,0,3,2,2,3,3,2,1,4,1,1,4,1,3,2,2,2,1,1,1,1
417,0,3,4,2,1,6,3,2,4,2,1,2,1,2,2,2,2,2,1,1,1
418,0,3,3,2,3,3,4,2,4,2,1,3,2,2,2,2,2,2,1,2,1
419,0,1,3,2,2,3,1,4,4,2,1,4,3,3,2,2,2,2,2,2,1
420,0,3,2,1,3,2,1,2,4,3,1,2,1,2,2,2,1,2,1,1,1
421,0,2,2,2,0,3,3,2,4,1,1,4,3,3,2,2,2,2,1,1,1
422,0,2,3,2,0,3,1,1,2,2,1,3,3,5,2,3,2,1,1,2,1
423,0,3,2,1,0,4,4,4,4,1,1,4,4,3,2,3,1,3,1,2,1
424,0,3,3,2,3,4,1,4,4,2,1,4,3,3,2,2,2,2,1,2,1
425,0,3,2,2,3,2,1,4,4,2,1,4,1,3,2,2,2,2,1,1,1
426,0,2,7,2,3,8,2,3,2,2,1,3,4,2,2,1,1,2,1,2,1
427,1,2,2,2,3,4,1,4,2,1,1,3,3,2,2,2,2,3,1,2,1
428,0,1,2,1,3,3,4,2,4,1,1,4,2,1,1,1,1,2,1,2,1
429,0,2,2,1,0,5,4,2,1,1,1,2,1,2,2,2,1,1,1,1,1
430,0,3,5,2,3,5,1,3,4,1,1,4,3,2,2,1,1,3,1,2,1
431,1,3,2,2,3,4,3,4,4,2,1,4,4,3,2,3,2,2,2,1,1
432,0,2,3,2,6,4,3,2,2,2,1,4,3,2,1,2,1,2,1,1,1
433,0,2,3,2,6,4,4,2,4,3,1,4,1,2,1,2,2,2,1,1,1
434,0,3,2,2,6,3,4,4,4,2,1,4,4,3,2,1,1,1,1,1,1
435,0,3,2,2,3,2,4,4,3,2,1,4,4,2,2,3,1,2,1,1,1
436,0,3,3,2,3,4,2,2,4,1,1,3,3,2,2,2,1,2,1,1,1
437,0,3,1,2,3,2,1,2,3,1,1,2,1,1,2,2,1,2,1,1,1
438,0,1,5,2,6,4,1,4,4,2,1,4,3,3,1,2,2,3,2,2,1
439,0,2,3,2,6,5,1,1,3,3,1,3,3,3,2,2,2,1,2,2,1
440,0,3,4,2,2,4,1,1,4,1,1,4,2,1,2,2,1,2,1,2,1
441,0,3,5,2,6,6,1,3,3,2,1,4,3,2,2,2,2,2,1,1,1
442,0,1,7,2,2,8,4,3,4,2,1,4,2,2,2,2,2,3,1,2,1
443,0,3,3,1,3,3,4,2,4,3,1,2,1,3,2,1,1,2,1,2,1
444,0,3,2,2,3,2,1,4,4,2,1,4,1,3,2,2,1,2,1,1,1
445,0,3,2,1,2,4,1,2,4,2,1,2,1,3,2,2,1,2,1,1,1
446,0,3,1,2,3,2,4,4,4,2,1,4,4,2,2,3,2,2,1,1,1
447,0,3,2,1,3,2,4,2,4,1,1,2,3,1,2,2,1,2,1,1,1
448,0,3,6,1,1,5,1,2,2,2,1,2,4,2,2,3,1,3,1,2,1
449,0,2,2,1,3,2,3,2,4,1,1,3,1,5,2,2,1,1,1,1,1
450,1,2,2,1,3,2,3,2,4,2,1,3,1,5,2,2,1,1,1,1,1
451,0,1,4,1,2,4,4,3,4,2,1,4,3,2,2,2,1,2,1,2,1
452,0,2,2,1,0,6,1,1,2,2,1,4,4,5,1,3,1,3,1,2,1
453,0,2,4,2,3,6,1,1,2,1,1,4,4,1,2,3,2,2,1,2,1
454,0,1,3,1,0,5,1,1,1,2,1,4,4,1,2,3,1,2,1,1,1
455,0,2,10,2,3,6,4,2,1,2,1,1,1,2,2,2,1,1,1,1,1
456,0,2,4,2,7,5,1,2,2,2,1,3,3,2,1,2,2,2,1,2,1
457,0,2,3,1,6,4,3,2,4,2,1,2,2,2,2,2,1,1,1,2,1
458,0,2,4,2,2,4,4,1,4,2,1,2,2,2,1,2,1,1,1,1,1
459,0,3,2,1,1,4,4,1,2,3,1,4,3,2,2,1,1,2,1,2,1
460,0,2,4,1,1,6,4,1,1,1,1,4,1,4,2,2,1,3,1,2,1
461,0,2,3,2,2,6,1,1,4,2,1,4,2,3,1,2,2,3,1,2,1
462,0,3,3,1,1,5,2,1,1,1,1,4,3,1,2,2,1,2,1,2,1
463,1,1,5,1,0,5,1,2,3,2,1,2,3,3,2,2,1,1,1,1,1
464,0,2,2,1,0,6,4,1,1,1,1,2,1,1,2,1,1,1,1,1,1
465,0,3,2,1,2,3,4,4,3,1,1,4,1,3,2,2,1,3,1,2,1
466,0,2,2,1,1,4,4,2,4,2,1,2,3,2,2,2,1,2,1,1,1
467,0,3,3,1,0,6,3,4,1,1,1,4,4,2,2,3,1,2,1,1,1
468,0,2,6,1,3,4,1,3,4,2,1,4,3,1,2,1,1,2,1,1,1
469,0,3,2,1,3,3,1,4,4,2,1,4,2,3,1,2,2,2,2,2,1
470,0,3,3,1,2,4,1,2,4,2,1,4,4,3,1,3,2,2,1,1,1
471,0,3,4,1,3,2,4,4,4,2,1,2,3,1,2,2,2,2,1,1,1
472,0,3,6,1,6,6,4,4,3,2,1,2,2,2,2,2,2,2,1,1,1
473,0,3,3,1,2,4,4,3,1,1,1,4,1,2,1,1,1,1,1,1,1
474,0,3,6,1,3,5,1,4,4,2,1,2,3,2,2,2,1,2,1,1,1
475,0,3,4,1,5,2,1,1,4,3,1,3,3,2,2,2,2,1,1,1,1
476,0,3,3,1,2,5,1,4,4,2,1,4,2,3,1,2,2,2,2,2,1
477,0,3,4,1,3,5,4,1,4,2,1,2,3,1,2,2,2,2,1,1,1
478,0,3,2,2,3,5,1,4,2,1,1,4,4,3,1,3,2,1,1,1,1
479,0,2,3,1,3,5,1,1,2,1,1,4,3,5,2,2,1,2,1,2,1
480,0,3,5,1,3,6,4,4,4,2,1,4,2,3,2,2,2,2,2,2,1
481,0,2,3,1,2,5,1,3,2,1,1,4,1,3,2,1,1,2,1,1,1
482,0,3,4,2,6,5,1,2,1,2,1,2,4,2,2,3,1,2,1,1,1
483,0,3,2,2,2,6,4,4,2,2,1,4,2,3,2,1,1,2,1,2,2
484,0,3,2,2,2,4,3,3,3,1,1,2,2,2,2,2,1,2,1,1,1
485,0,3,2,2,6,3,1,2,3,1,1,2,1,2,2,2,2,2,1,1,1
486,0,3,3,2,2,5,1,1,3,1,1,2,3,2,2,2,2,3,1,2,1
487,0,2,3,2,2,5,1,4,3,1,1,4,2,2,2,2,1,2,1,2,2
488,0,3,2,1,6,3,1,2,2,3,1,2,1,2,2,2,1,2,1,2,1
489,0,3,2,1,0,5,4,1,2,2,1,3,2,3,2,2,1,3,2,2,1
490,0,3,3,1,3,4,1,1,4,2,1,1,1,2,2,2,1,2,1,1,1
491,0,3,2,2,2,5,1,4,2,2,1,4,2,3,1,2,1,2,1,1,1
492,0,1,3,0,6,5,1,3,3,2,1,1,2,2,1,2,1,2,1,2,1
493,0,3,4,2,3,5,1,4,4,3,2,3,1,3,2,2,2,2,1,1,1
494,0,1,2,2,1,3,1,4,4,2,1,3,1,3,2,2,1,2,1,1,1
495,0,3,4,1,3,3,2,3,4,3,1,3,2,2,2,2,1,2,1,2,1
496,0,3,1,1,3,4,1,3,2,3,1,2,1,2,2,1,1,2,1,1,1
497,0,3,4,2,1,5,4,3,3,2,1,4,2,3,2,2,2,2,1,2,1
498,0,3,2,2,0,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1
499,0,1,2,1,3,4,3,4,3,3,1,1,1,2,2,2,1,2,1,1,1
500,0,3,4,1,0,3,1,1,4,3,1,2,1,2,2,2,1,2,1,1,1
501,0,3,4,2,0,4,2,3,4,3,1,3,2,2,2,2,2,2,1,2,1
502,0,3,1,1,3,4,1,3,3,2,1,2,2,3,2,2,1,2,2,1,1
503,0,3,4,2,3,4,1,2,4,1,1,2,1,2,2,2,2,2,1,2,1
504,0,3,4,1,1,7,1,3,3,2,1,3,3,2,2,2,1,3,1,2,1
505,0,3,1,2,3,4,1,4,2,3,1,2,1,2,2,1,2,2,1,1,1
506,0,3,2,2,3,3,4,4,4,1,1,2,1,2,2,2,2,2,1,2,1
507,0,3,4,2,1,6,4,2,2,2,1,4,2,3,2,2,2,3,2,2,1
508,0,3,4,2,2,6,1,4,4,2,1,4,3,2,2,2,1,2,1,2,1
509,0,1,1,1,0,3,2,4,3,2,1,2,2,3,2,2,1,2,1,2,1
510,0,3,1,2,0,4,3,2,1,3,1,2,3,1,2,2,1,2,1,1,1
511,0,3,1,1,3,4,1,1,1,1,1,2,4,3,2,2,1,2,1,1,1
512,0,2,4,2,0,5,2,1,4,1,1,2,3,2,2,2,1,2,1,2,1
513,0,2,5,1,2,5,1,1,2,3,1,1,2,1,2,2,1,2,1,1,1
514,0,3,3,1,0,5,3,3,2,1,1,3,3,1,2,1,1,2,1,1,1
515,0,2,4,1,3,5,2,1,2,2,1,1,3,2,2,2,1,2,1,1,1
516,0,2,4,2,6,6,2,3,4,2,1,4,3,2,2,1,1,3,1,2,1
517,1,3,6,1,3,4,1,2,4,2,1,4,4,2,1,3,1,2,1,2,1
518,1,3,4,1,3,6,4,1,1,1,1,1,3,3,2,2,2,2,1,2,1
519,1,3,6,2,2,6,1,1,2,1,1,4,2,1,2,1,2,2,1,2,1
520,1,3,6,1,2,5,1,2,4,1,1,2,3,2,2,2,1,3,1,2,1
521,1,3,6,1,2,8,1,1,4,1,1,2,3,2,2,2,2,3,1,2,1
522,0,3,1,1,3,2,1,2,3,1,1,1,1,2,2,2,1,2,1,1,1
523,0,3,3,1,3,3,4,1,4,1,1,2,1,1,2,1,1,2,1,2,1
524,0,2,2,2,1,4,1,1,4,2,1,2,3,2,2,2,2,3,1,2,1
525,0,3,6,2,3,7,1,2,2,1,1,2,3,2,1,2,2,2,1,1,1
526,0,1,2,1,3,2,1,2,4,3,1,2,1,3,2,2,1,1,1,1,1
527,0,2,2,1,3,5,1,3,2,1,1,1,1,2,2,2,1,2,1,1,1
528,0,3,3,1,3,4,1,2,4,2,1,2,4,2,2,3,1,3,1,2,1
529,0,3,3,2,3,4,1,2,2,1,1,1,3,1,2,2,2,2,1,1,1
530,0,3,1,2,3,4,1,3,2,2,1,1,1,3,2,2,2,1,2,1,1
531,0,3,4,2,1,4,4,3,4,2,1,4,3,3,2,2,2,2,2,2,1
532,0,3,2,1,3,4,1,2,2,1,1,2,3,3,2,1,1,1,1,2,1
533,0,1,3,2,3,4,1,3,4,3,1,1,2,2,2,2,2,3,1,2,1
534,0,1,3,1,3,4,1,1,4,1,1,1,3,2,1,2,1,2,1,1,1
535,0,2,4,1,3,4,1,4,4,1,1,4,3,1,2,2,1,2,1,2,1
536,0,3,1,2,0,5,1,3,1,1,1,1,1,2,2,2,1,2,2,1,1
537,0,3,1,2,0,3,1,3,2,2,1,1,1,3,2,2,2,1,2,1,1
538,0,3,2,2,3,2,4,4,4,2,1,2,2,3,2,1,2,1,1,2,1
539,0,2,3,0,2,5,1,2,1,1,1,4,3,2,1,2,2,2,1,2,1
540,1,2,2,1,3,4,1,1,4,1,1,2,3,1,2,2,1,2,1,2,1
541,0,2,8,1,3,5,4,3,4,2,1,1,3,3,2,2,2,2,2,2,1
542,1,2,2,1,2,4,1,2,4,2,1,2,2,2,2,2,1,1,1,1,1
543,0,2,3,2,2,3,1,1,4,1,1,1,2,2,2,2,2,2,1,1,1
544,0,3,1,2,3,4,1,3,2,2,1,1,1,3,2,2,2,1,2,1,1
545,0,2,2,1,6,2,1,1,3,3,1,2,1,2,2,2,1,2,1,2,1
546,0,2,5,1,3,4,4,2,4,1,1,1,3,2,2,2,1,2,1,1,1
547,0,3,2,2,3,3,4,3,4,2,1,2,2,2,2,2,2,2,1,2,1
548,0,2,2,1,0,3,3,2,4,3,1,1,1,1,2,2,1,2,1,1,1
549,0,3,2,2,2,3,3,3,3,1,1,4,3,2,2,1,1,2,1,2,1
550,0,2,2,1,0,4,1,3,3,2,1,4,2,2,2,1,1,2,2,2,1
551,0,3,2,2,3,4,1,3,2,2,1,3,1,3,2,2,1,1,2,1,1
552,0,3,2,1,0,3,1,2,3,3,1,2,1,2,2,2,2,2,1,2,1
553,0,3,2,1,5,2,4,3,4,1,1,3,2,3,2,2,1,2,1,2,1
554,0,2,2,1,2,4,3,1,4,1,1,1,1,1,2,2,1,2,1,1,1
555,0,3,6,2,6,5,1,2,2,1,1,2,3,2,2,2,2,2,1,2,1
556,0,2,8,0,0,7,3,1,1,1,1,1,3,2,2,2,2,2,1,1,1
557,0,3,2,1,2,3,1,1,4,1,1,1,2,2,1,2,1,3,1,2,1
558,0,3,4,1,1,6,4,1,2,1,1,4,2,2,2,1,1,3,1,2,1
559,0,2,3,1,6,3,3,4,1,3,1,2,1,2,2,2,1,2,1,2,1
560,0,3,4,2,0,5,4,1,2,1,1,4,1,3,2,2,2,2,1,2,1
561,0,3,3,2,1,5,1,3,3,2,1,1,3,2,2,2,2,2,1,1,1
562,1,2,10,1,0,6,2,1,4,1,1,2,2,1,2,2,1,3,1,1,1
563,0,3,4,1,3,3,2,4,4,1,1,2,4,3,2,3,1,2,1,2,1
564,0,3,5,2,6,5,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1
565,0,2,4,2,3,4,2,3,3,1,1,2,2,1,2,1,2,2,1,2,1
566,0,2,6,2,6,7,2,3,1,2,1,3,2,2,2,2,2,1,2,2,1
567,0,3,1,2,0,1,2,2,4,1,1,4,3,3,2,2,2,1,1,1,1
568,0,3,2,2,2,4,1,4,4,2,1,4,1,3,2,2,2,2,1,2,1
569,0,3,8,1,3,8,4,3,4,2,1,3,3,2,1,2,1,2,1,2,1
570,0,3,2,1,0,3,1,1,4,2,1,1,1,2,2,2,1,2,1,1,1
571,0,3,6,1,3,7,4,2,2,2,1,4,4,2,2,3,1,1,2,2,1
572,0,2,5,1,1,7,1,1,2,2,1,3,3,2,2,2,2,2,1,1,1
573,0,2,5,0,2,5,3,2,4,2,1,2,3,2,1,2,1,2,2,2,1
574,0,2,6,1,1,6,1,2,2,2,1,2,3,2,2,1,1,3,1,2,1
575,0,2,8,0,6,8,4,2,2,2,1,2,3,3,1,2,1,3,1,2,1
576,1,1,6,1,2,5,1,4,4,2,1,2,3,3,2,2,1,2,2,1,1
577,1,1,2,1,3,2,1,2,4,2,1,4,3,3,2,1,1,1,2,1,1
578,1,1,6,2,2,5,3,2,1,1,1,4,3,1,2,2,2,2,1,1,1
579,1,1,7,1,3,6,4,3,4,1,1,3,3,2,2,2,1,3,1,2,1
580,1,1,4,0,3,4,1,3,4,2,2,4,3,1,1,1,1,1,1,1,1
581,1,1,4,1,2,4,2,1,1,1,1,1,2,2,2,2,1,2,1,1,1
582,1,3,4,1,3,5,2,4,2,2,1,4,3,2,2,2,2,2,1,1,1
583,1,1,2,1,3,2,2,1,4,1,1,3,2,1,2,2,1,2,1,1,1
584,1,1,2,1,2,7,1,4,4,2,1,4,4,3,2,3,1,3,1,2,1
585,0,1,4,1,1,5,1,3,2,2,1,1,4,2,2,3,1,3,1,2,1
586,0,1,3,2,0,6,1,4,2,2,1,4,4,2,2,3,2,3,1,2,1
587,0,1,6,1,2,5,1,2,1,2,2,2,2,2,2,2,1,2,2,1,1
588,0,1,3,1,3,5,1,3,4,1,2,1,1,1,2,2,1,2,1,1,1
589,0,2,2,1,2,5,1,1,3,1,1,1,1,2,2,1,1,3,1,1,1
590,0,1,2,1,2,4,1,2,2,2,1,2,1,2,2,2,1,2,1,1,1
591,0,1,2,2,7,3,1,4,3,2,1,4,4,3,1,3,2,3,2,2,1
592,1,1,6,2,2,6,1,1,4,1,2,4,4,1,2,1,2,1,1,2,1
593,1,1,4,0,0,3,1,1,1,1,2,4,4,2,2,1,2,1,1,1,1
594,0,1,5,0,2,5,1,2,2,1,2,2,1,2,2,2,2,2,1,1,1
595,0,1,6,2,2,6,1,2,3,2,2,2,2,2,2,2,2,2,1,1,1
596,0,1,2,1,2,2,1,2,2,2,2,3,2,2,2,2,1,1,2,1,1
597,0,1,4,2,0,2,1,4,4,2,1,4,1,5,2,2,2,2,1,1,1
598,0,1,5,1,3,5,1,4,1,2,2,3,2,2,2,2,1,2,2,1,1
599,1,1,6,1,2,6,1,3,4,2,1,2,2,2,2,2,1,2,1,1,1
600,1,1,6,1,1,7,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1
601,0,3,4,2,2,4,1,3,2,2,1,2,2,2,2,2,2,1,1,1,1
602,0,1,1,1,0,3,4,1,4,1,1,3,2,5,2,2,1,3,1,2,1
603,0,1,2,1,2,3,1,2,4,2,2,1,2,1,2,2,1,1,1,1,1
604,1,1,6,1,2,5,1,4,2,2,1,2,2,3,1,2,1,2,2,1,1
605,0,1,3,2,2,2,1,2,2,1,1,3,2,1,2,2,2,2,1,1,1
606,0,2,1,2,2,3,1,1,4,2,1,1,2,2,1,2,2,3,1,2,2
607,0,1,1,2,0,2,1,3,4,1,1,3,2,2,2,2,2,2,1,1,1
608,0,1,8,1,1,5,1,3,4,2,1,3,2,2,2,2,1,2,2,1,1
609,0,2,4,1,2,5,2,4,4,2,1,4,4,2,2,3,1,2,1,1,1
610,1,2,2,1,0,2,2,1,4,1,1,2,2,1,1,2,1,1,1,1,1
611,0,1,2,1,2,5,1,2,2,1,1,1,3,3,2,2,1,2,1,1,1
612,0,1,2,1,2,4,1,2,2,1,2,3,2,2,2,2,1,2,1,1,1
613,0,1,3,1,2,4,1,1,4,1,2,1,2,3,2,1,1,2,1,1,1
614,0,1,4,1,1,6,1,1,4,2,1,2,4,2,2,3,1,3,1,2,1
615,0,1,2,1,0,4,1,2,4,1,2,4,2,2,2,2,1,2,1,2,1
616,0,1,5,2,1,8,1,4,3,2,1,4,4,2,2,3,2,3,2,2,1
617,0,1,3,1,0,4,2,3,4,2,1,3,3,2,2,2,1,3,2,2,1
618,1,1,5,1,2,5,1,1,2,1,1,4,2,2,2,2,1,1,1,1,1
619,0,2,2,2,0,2,1,3,2,2,1,3,1,3,2,2,2,1,2,1,1
620,0,3,4,1,1,7,4,2,2,1,1,4,4,3,2,3,1,2,1,2,1
621,0,3,4,2,7,6,1,1,4,2,2,2,4,2,1,2,2,3,1,2,1
622,0,1,2,2,1,4,1,4,4,2,1,4,4,5,2,3,2,3,1,1,1
623,0,1,2,1,2,5,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1
624,0,1,4,2,1,6,1,1,2,2,1,4,4,5,2,3,2,3,1,2,1
